"case_id","variant","replicate","terminal_state","locus","name","ai_position","differentiation_unit","claimed_visibility","claimed_intensity","touchpoint","mechanism","evidence_ids","gate_rationale","run_dir"
"case_006","minus_critic","0","PASS","PRE_BACKSTAGE","Acoustic Allocation Engine","BACKSTAGE","COHORT","LOW","MEDIUM","Internal merchandising and channel management teams, operating within existing inventory and distribution planning workflows, prior to any client-facing stock visibility or product communication","The system ingests anonymised signals — regional sell-through velocity, seasonal acoustic preference patterns aggregated by geography, monobrand channel capacity, and sustainability production constraints — to generate allocation recommendations for forthcoming product releases and limited configurations. It surfaces ranked distribution scenarios to human planners, flagging where scarcity signals risk dilution across channels and where demand concentration justifies holding stock from secondary retail to preserve channel exclusivity. It also models the downstream sustainability cost of accelerated refresh cycles, providing planners with a carbon and materials footprint estimate for each allocation scenario so that commercial decisions can be weighed against sustainability commitments before any commitment is made. All outputs are presented as decision-support inputs; no allocation is executed automatically. A senior merchandising editor reviews each recommendation against brand distribution principles before any instruction reaches the channel.","D1;D2;D5","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce experience: helping diverse consumer segments—from Gen Z aspirationals to heritage connoisseurs—navigate a complex product portfolio by mapping personal aesthetic preferences, lifestyle profiles, and listening habits to the brand's sound-tuning heritage. This is a genuine personalisation challenge concerning relevance of what is offered to whom, relationship depth, and the quality of client experience across segments. The tension between deploying AI-driven personalisation and preserving tactile craftsmanship heritage is itself a personalisation design question—how to tailor the digital interface per client without overwhelming the brand's scenic invisibility requirement. The problem would be materially addressed by differentiating the offering and experience per client, making it appropriate to proceed.","runs\2026-08-21T12-58-28__576731"
"case_006","minus_critic","1","PASS","NON_BACKSTAGE","Acoustic Heritage Signal","BACKSTAGE","COHORT","LOW","MEDIUM","Industrial designers and acoustic engineers interact during product development sprints, through an internal research and synthesis tool embedded in the product team's existing workflow environment","The AI continuously ingests longitudinal data from three sources: acoustic performance measurements from existing product lines, material and manufacturing constraint logs from the supply and sustainability teams, and aggregated behavioral signals from post-purchase usage patterns across connected hardware. It synthesizes these into a structured design-input brief delivered at the start of each product development cycle. The brief surfaces recurring tension points—for example, where a material substitution made for sustainability reasons correlates with a measurable shift in resonance characteristics—and flags cohort-level usage patterns that suggest unmet acoustic preferences in specific listening contexts. It does not generate design solutions; it produces an evidence base that the engineering and design teams use to set acoustic calibration targets and material selection priorities before physical prototyping begins. A senior design lead reviews every brief before it enters the development workflow, with authority to suppress, reframe, or annotate any finding that conflicts with established craft principles or long-term product positioning. The AI has no access to individual customer identities and operates only on aggregated and anonymized cohort-level data.","D2;D3;D5","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients across its digital commerce and hardware ecosystem. The brief centres on mapping individual aesthetic preferences, lifestyle profiles, and listening environments to product recommendations and acoustic calibration—classic personalisation territory that concerns the relevance of what is offered to whom and the quality of the client experience. The challenge of reaching younger demographics (Gen Z, Careerists) while retaining heritage connoisseurs is a relationship and relevance problem, not an operational one. The sustainability and craftsmanship constraints are guardrails on how personalisation should be executed rather than indicators that the problem is non-personalisation in nature. Personalisation directly addresses the stated difficulty of navigating complex high-fidelity specifications by tailoring the journey per client, making this an appropriate use case to advance.","runs\2026-08-21T12-59-09__7c1cb3"
"case_006","minus_critic","2","PASS","NON_BACKSTAGE","Acoustic Heritage Signal Mapping","BACKSTAGE","COHORT","LOW","MEDIUM","Internal acoustic engineers and product designers interact with the system during the hardware development cycle, through a proprietary design workbench interface that aggregates field performance data, materials research, and historical product archives","The AI ingests anonymised real-world acoustic performance telemetry from deployed products across diverse room environments, cross-references this against the brand's documented engineering decisions and materials specifications going back decades, and surfaces pattern-based recommendations to design teams. These recommendations flag where proposed new configurations diverge from or align with established acoustic signatures that define the house's sonic identity. The system does not generate designs autonomously; it produces annotated signal maps and variance reports that designers review in structured sessions. A senior engineer acts as the curatorial gate: AI outputs are treated as evidence to interrogate, not directives to implement. The system also models the acoustic longevity of candidate materials, giving the sustainability team a data substrate for evaluating whether a proposed component choice will degrade performance over a ten-year horizon in ways inconsistent with the brand's durability commitments.","D2;D3;D5","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients across its digital commerce and hardware ecosystem. The brief centres on using personalisation to help diverse consumer segments—from Generation Z aspirants to established connoisseurs—discover the right products by mapping their aesthetic preferences, lifestyle profiles, and listening environments to the brand's heritage and acoustic capabilities. This is a classic relevance-and-relationship challenge: matching what is offered to whom, deepening engagement across an omnichannel experience, and doing so in a way that respects the brand's craft identity and sustainability values. The additional constraint of scenic invisibility (ensuring AI does not overshadow tactile craftsmanship) is itself a personalisation design consideration, not an operational one. The problem is not about supply chain, authentication, or inventory; it is squarely about differentiating the client experience per individual, making personalisation an appropriate and substantive response.","runs\2026-08-21T12-59-50__31243a"
"case_006","minus_loop","0","PASS","POST_ADVISOR","Resonance Brief","ADVISOR_MEDIATED","INDIVIDUAL","LOW","MEDIUM","The advisor, within 24–48 hours of a store or consultation encounter, receives a structured synthesis prepared by the AI and sends it to the client under their own name via email or a curated print-quality PDF — no platform login, no chatbot, no visible algorithmic interface on the client side","After the encounter closes, the AI ingests the advisor's session notes, the client's expressed preferences, the acoustic environment described or measured during the visit, and the product configuration discussed. It produces a confidential advisor-facing document containing: a plain-language summary of why the recommended configuration suits the client's stated listening context; one or two acoustically adjacent alternatives the advisor may choose to mention or withhold; a short paragraph anchoring the recommendation to the relevant production or material heritage; and a suggested follow-up framing the advisor can adopt, edit, or discard. The advisor reads, edits for tone and accuracy, removes anything that feels presumptuous, and sends the final communication in their own voice. The AI output is never forwarded raw; it functions as a drafting substrate, not a delivery mechanism.","D2;D5;D3","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce experience: helping diverse consumer segments (Generation Z, Careerists, heritage enthusiasts) navigate a complex product portfolio by mapping their personal aesthetic preferences, lifestyle profiles, and listening environments to the right products and acoustic configurations. This is a genuine personalisation challenge—differentiating the offering, recommendation, and experience per client—rather than a purely operational or supply-chain problem. The tension between digital personalisation and preserving tactile craftsmanship heritage is itself a personalisation design question: how visible or invisible the AI layer should be, and how to ensure algorithmic interfaces enhance rather than erode the brand's relationship with each client. The dimensional profile (mixed motivations, balanced consumption values, moderate scenic invisibility) further confirms that a one-size-fits-all approach is inadequate and that thoughtful per-client differentiation is warranted.","runs\2026-08-21T13-00-36__cbab30"
"case_006","minus_loop","1","PASS","POST_ADVISOR","Resonance Debrief","ADVISOR_MEDIATED","INDIVIDUAL","LOW","MEDIUM","The advisor, within 24–48 hours of an in-store or in-home encounter, receives a structured briefing document generated from notes and signals logged during the visit; the advisor then authors a personal follow-up message to the client using that briefing as a private reference","After the encounter closes, the advisor submits a brief structured log — room dimensions noted, products demonstrated, acoustic concerns raised, aesthetic preferences expressed, any hesitations mentioned. The AI synthesises this input against the client's prior interaction history and the current product catalogue, then produces a private advisor-facing document: a ranked shortlist of two or three follow-up directions with rationale, suggested acoustic calibration scenarios relevant to the client's stated space, and a set of reference points drawn from the brand's material and design heritage that are contextually appropriate to the conversation that actually occurred. The advisor reads this, discards what does not fit, and writes the client message in their own voice. Nothing automated reaches the client; the AI output is an internal working document only.","D2;D5;D3","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce channels: helping diverse customer segments (from Gen Z aspirationals to heritage connoisseurs) navigate a complex product portfolio by mapping personal aesthetic preferences, lifestyle profiles, and listening environments to the brand's offerings. This is a genuine personalisation challenge—tailoring what is presented, recommended, and calibrated to each client's profile—while preserving the brand's craft heritage and sustainability commitments. The tension between algorithmic convenience and tactile luxury experience is itself a personalisation design question (how visible and intrusive should the AI layer be per client segment). The problem is not purely operational; it concerns relevance, relationship depth, and experience quality at the individual client level, making it appropriate for a personalisation-oriented approach.","runs\2026-08-21T13-01-24__bfd372"
"case_006","minus_loop","2","PASS","POST_ADVISOR","Considered Return","ADVISOR_MEDIATED","INDIVIDUAL","LOW","MEDIUM","The human advisor, within 48 hours of an in-store or remote consultation, sends a personally composed follow-up message to the client; the message is drafted with the assistance of an AI system the advisor operates through an internal tool, never visible to the client","After the encounter closes, the AI system ingests the advisor's own session notes, the product configuration discussed, and any acoustic environment details the client shared. It then generates a structured briefing for the advisor: a concise narrative thread connecting the client's stated listening context to the specific engineering rationale behind the recommended product, one or two open questions the advisor might pose to deepen understanding of the client's space or habits, and a reminder of any sustainability or longevity attributes relevant to what was discussed. The advisor reads this briefing, edits freely, discards what does not fit, and writes the actual message in their own voice. The AI output is an internal draft scaffold, not a sent communication. Nothing algorithmic reaches the client; only the advisor's considered prose does.","D2;D5;D3","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce environment: how it surfaces relevant products to different customer segments (Generation Z aspirants versus established connoisseurs), how it tailors acoustic calibration experiences to personal preferences and listening environments, and how it maintains relationship depth and brand heritage perception while scaling through digital channels. The tension between algorithmic personalisation and craft heritage is itself a personalisation design challenge—deciding how much and in what manner the experience should be differentiated per client without eroding the brand's tactile, human-centred identity. This is not an operational problem of supply chain, authentication, or inventory; it is a question of client experience relevance, segment-appropriate engagement, and retention across heterogeneous motivation profiles, all of which sit squarely within the domain of personalisation strategy.","runs\2026-08-21T13-02-08__e30e31"
"case_006","llm_bands","0","PASS","NON_BACKSTAGE","Acoustic Inheritance Signal","BACKSTAGE","COHORT","LOW","MEDIUM","Internal product development teams — acoustic engineers, industrial designers, and materials specialists — interacting through a closed analytical workbench during the pre-production design phase, before any client encounter exists","The system ingests longitudinal data from three sources: anonymised post-purchase acoustic calibration logs generated when owners run room-sensing routines on existing hardware, aggregated durability and component-wear telemetry from devices in the field, and structured feedback from the brand's authorised repair and service network. From these inputs, the AI identifies recurring acoustic performance gaps that emerge only after extended ownership — for instance, bass response degradation in specific room geometries, or mid-range drift correlated with particular enclosure materials over time. It surfaces these patterns as ranked design hypotheses, expressed not as feature recommendations but as engineering questions: which material choices or driver configurations have historically sustained acoustic fidelity longest under real-world conditions, and which have introduced drift that required owner recalibration. Product teams then evaluate these hypotheses against their own acoustic and materials expertise, discarding, modifying, or carrying forward findings into prototype briefs. The AI produces no consumer-facing output and no personalisation artefact. Its role ends when the engineering question is handed to the human team.","D2;D3;D5","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients across its digital commerce and hardware ecosystem. The brief centers on using AI-driven personalisation to help diverse customer segments—from Generation Z aspirants to established connoisseurs—discover products that match their aesthetic preferences, lifestyle profiles, and acoustic needs, while preserving the brand's heritage and craft narrative. This is a classic personalisation challenge: improving relevance of product discovery, deepening client relationships through tailored acoustic calibration experiences, and ensuring consistency of the brand experience across digital and physical touchpoints. The tensions identified (algorithmic visibility vs. tactile craft, functional vs. emotional value, sustainability vs. digital innovation) are all tensions that arise specifically because the brand is trying to differentiate its offering per client rather than solving a purely operational problem. The problem would be materially addressed by thoughtful personalisation strategy, making this an appropriate case to proceed.","runs\2026-08-21T13-02-58__e6f953"
"case_006","llm_bands","1","PASS","POST_ADVISOR","Resonance Debrief","ADVISOR_MEDIATED","INDIVIDUAL","LOW","MEDIUM","The advisor, within 24–48 hours of an in-store or digital consultation, receives a structured briefing document generated from the encounter's notes, product interactions, and acoustic calibration data. The advisor reviews, edits, and then sends a curated follow-up to the client via email or a personal message channel.","After each consultation, the AI ingests structured inputs logged by the advisor — product configurations explored, room acoustic parameters discussed, aesthetic preferences noted, and any hesitations flagged — and produces a draft follow-up brief. This draft contains: a concise restatement of the client's stated listening context and environment; one or two product or configuration recommendations with acoustic rationale grounded in the brand's engineering heritage; and a suggested next step framed as an invitation rather than a sales prompt. The AI does not contact the client directly. The advisor reads the draft, amends language and emphasis to reflect their own knowledge of the client, and sends it under their own name. The AI's contribution is invisible to the client; the advisor's judgment is the visible act.","D2;D5;D3","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce environment — specifically, how to make product discovery and acoustic calibration relevant to each customer's lifestyle, aesthetic preferences, and technical needs, while preserving the brand's heritage and craft values. This is a classic personalisation challenge: matching the right product, content, and experience to distinct client segments (Generation Z aspirationals versus established connoisseurs) and doing so in a way that deepens the relationship rather than commoditising it. The tension between algorithmic convenience and tactile luxury is itself a personalisation design question — how visible, how intrusive, and how individually tailored the digital interface should be. Operational concerns like sustainability and digital obsolescence are mentioned but are secondary to the central question of client-facing relevance and experience quality, making this an appropriate case for a personalisation strategy.","runs\2026-08-21T13-03-56__9410fb"
"case_006","llm_bands","2","PASS","POST_ADVISOR","Considered Follow-Through","ADVISOR_MEDIATED","INDIVIDUAL","LOW","MEDIUM","The advisor, within 48 hours of a client encounter, receives a structured briefing document through an internal tool; the advisor then authors and sends a personal follow-up message to the client using that briefing as a private reference","After each encounter, the AI synthesizes the advisor's session notes, the client's expressed preferences, any acoustic calibration data captured during a demonstration, and the client's broader purchase and service history. It produces a private briefing for the advisor containing: a ranked shortlist of one to three relevant product or configuration angles not fully explored during the meeting, a concise rationale for each grounded in the client's stated priorities rather than inventory logic, and a suggested framing that connects the recommendation to the specific aesthetic or acoustic concern the client raised. The AI does not draft the client message. The advisor reads the briefing, exercises independent judgment about what to surface and how to say it, and writes the follow-up in their own voice. The AI output is never transmitted to the client and is not visible in any client-facing surface.","D2;D5;D3;D4","The core problem described is fundamentally about how Bang & Olufsen relates to individual clients in its digital commerce experience — specifically, how to personalise product recommendations, acoustic calibration profiles, and lifestyle-to-product mapping for distinct consumer segments (e.g., Generation Z, Careerists) while preserving the brand's heritage and tactile craftsmanship values. This is a genuine personalisation challenge: it concerns the relevance of what is offered to whom, the quality and consistency of the client experience across digital and physical touchpoints, and the retention of younger demographics through individually meaningful engagement. The tension between deploying algorithmic personalisation and maintaining brand authenticity is itself a personalisation design question — how visible, how intrusive, and how curated the per-client experience should be. The problem is not purely operational (it is not about supply chain, authentication, or inventory) but about differentiating the brand's relationship with each client in a way that respects its luxury positioning.","runs\2026-08-21T13-04-51__382dbf"
"case_006","baseline","0","PASS","PRE_CLIENT","Acoustic Portrait","CLIENT_FACING","INDIVIDUAL","MEDIUM","MEDIUM","Prospective buyer on the digital flagship store, during product discovery, via an interactive web or app session before any purchase decision is made","A machine-learning model ingests self-reported lifestyle signals—listening environment descriptions, music genre preferences, spatial layout of the intended room, and aesthetic affinities—then maps these against Bang & Olufsen's curated sound-tuning heritage profiles. It surfaces a ranked shortlist of products with plain-language explanations of why each suits the individual's acoustic and aesthetic context, without exposing raw specifications. The AI operates entirely in software and leaves no dependency on hardware firmware, preserving the physical product's longevity and repairability commitments.","","","runs\2026-08-21T13-05-39__286e19"
"case_006","baseline","1","PASS","PRE_CLIENT","Heritage Sound Mapper","CLIENT_FACING","INDIVIDUAL","MEDIUM","MEDIUM","Prospective and returning customers interacting with the Bang & Olufsen digital flagship store, prior to purchase, via browser or app on desktop and mobile surfaces","A machine learning model ingests lightweight lifestyle and aesthetic signals gathered through a short, visually rich onboarding sequence—room photography, music taste indicators, and spatial use-case selections—and maps these against a curated taxonomy of Bang & Olufsen's historic sound-tuning signatures and material palettes. The model outputs a ranked product recommendation set accompanied by plain-language explanations that translate high-fidelity acoustic specifications into experiential language meaningful to non-audiophile segments such as Gen Z and Careerists. Crucially, the AI operates entirely within the digital discovery layer and writes no firmware or parametric adjustments to the physical product, preserving hardware integrity and avoiding accelerated obsolescence. Sound calibration remains an organic, owner-controlled feature of the device itself.","","","runs\2026-08-21T13-05-46__9aa4dd"
"case_006","baseline","2","PASS","PRE_CLIENT","Acoustic Portrait","CLIENT_FACING","INDIVIDUAL","HIGH","MEDIUM","Prospective buyer on the digital flagship store, during the product discovery phase, via an interactive browser-based module","A machine-learning model ingests lightweight inputs the visitor provides voluntarily—listening environment dimensions, dominant materials in the room, typical listening genres, and a short aesthetic preference selector drawn from curated visual and material references. It then maps this profile against Bang & Olufsen's documented sound-tuning heritage and current product acoustic signatures to surface a ranked, narrative-led product recommendation. Crucially, the AI runs entirely in the discovery layer and writes no persistent logic into the hardware; the physical product remains unchanged and firmware-independent, preserving longevity and modularity commitments.","","","runs\2026-08-21T13-05-55__51bd43"
"case_007","full","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","Reservations and guest relations staff, during the active stay or journey, via an internal operations dashboard invisible to the guest","During a guest's encounter—whether aboard a historic train or within a landmark property—the system continuously cross-references real-time occupancy, asset condition logs, and historical provenance records to surface contextually accurate, narratively rich information about the specific cabin, suite, or artifact the guest is currently occupying. When a steward or concierge is about to engage a guest, the dashboard surfaces a discrete, human-readable brief: the documented history of that exact sleeping compartment, the provenance of a painting in the suite, or a record of notable prior occupants of that room. The AI does not generate synthetic stories; it authenticates and retrieves from verified archival and property management sources, flags any discrepancies in asset records, and sequences the information by narrative relevance rather than chronological order. Staff receive this as a pre-interaction prompt, read it, and then deliver the detail in their own voice and at their own discretion. The system also monitors asset utilization patterns across the portfolio in the background, alerting operations managers when a historically significant but underutilized space or route segment is approaching a booking window where a well-matched guest cohort is already in-house, enabling proactive but unhurried staff-led conversation rather than automated outreach.","D2;D5;D1;D3","The core problem is squarely about how Belmond relates to individual clients: improving the relevance of what is offered to whom, deepening relationship quality, and lifting booking conversion by tailoring itineraries and outreach to each guest's preferences and history—all while preserving the brand's human-led, emotionally resonant identity. This is a classic personalisation challenge, not an operational or supply-chain issue. The dimensional profile reinforces the fit: the strict scenic-invisibility requirement, emotional value orientation, and strong symbolic orchestration control all point to a context where backstage AI-driven personalisation can meaningfully improve client experience and commercial outcomes without surfacing as visible technology. The tension the brief articulates—between data-driven relevance and the perception of organic, unhurried curation—is precisely the kind of nuanced personalisation design problem this system is built to address.","runs\2026-08-21T13-06-02__e656ac"
"case_007","full","1","PASS","AT_BACKSTAGE","Provenance Continuity Engine","BACKSTAGE","SEGMENT","LOW","LOW","Reservations staff and property operations teams, during an active guest stay, accessed through an internal dashboard invisible to guests","The system continuously cross-references live inventory states—cabin availability, suite condition logs, dining reservation gaps, excursion capacity—against authenticated provenance records for each asset: rolling stock maintenance histories, heritage room restoration records, and seasonal route certifications. When a discrepancy arises (a cabin returned to service after repair, a suite freed by a cancellation, a restored dining car re-certified), the AI flags it internally with a structured briefing note that includes the asset's documented history and current authenticated status. This note is routed to the relevant reservations or concierge team member, who decides whether and how to act on it. The AI does not draft guest communications, does not trigger any client-facing action autonomously, and does not rank guests against each other. It functions solely as a real-time authentication and inventory-coherence monitor that surfaces operationally relevant facts to human staff before those staff exercise their own judgment about service adjustments.","D2;D5;D1;D3","The core problem described is fundamentally about how Belmond relates to individual clients: improving the relevance and quality of what is offered to whom, deepening relationship depth through tailored itinerary suggestions, and increasing booking conversion by ensuring the right experience reaches the right guest at the right moment. This is a classic personalisation challenge—differentiating the offering per client to strengthen engagement and retention—rather than an operational or supply-chain problem. The additional complexity of maintaining scenic invisibility (keeping AI backstage behind human-led interactions) and preserving the brand's emotional, unhurried identity makes this an especially rich personalisation brief, not a disqualifying factor. The tension between algorithmic intelligence and the 'Slow Luxury' ethos is precisely the kind of nuanced personalisation design question the system is built to address.","runs\2026-08-21T13-06-52__849642"
"case_007","full","2","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","Reservations and property operations staff, during active guest stays and pre-arrival preparation, via internal inventory and briefing dashboards invisible to guests","The system continuously monitors the condition, occupancy history, and provenance documentation of each physical asset across the portfolio—specific train compartments, named hotel suites, heritage furnishings, archival itineraries—and surfaces structured intelligence to human staff before and during each stay. When a suite has a documented guest history of cultural significance, when a particular train route segment has anomalous availability due to a cancellation, or when a compartment's original fittings have recently been restored, the system flags this to the reservations team and the on-property host. Staff then decide, through their own curatorial judgment, whether and how to incorporate that context into the guest encounter—a quiet mention during turndown, a handwritten card referencing the room's past, a route adjustment framed as a spontaneous discovery. The AI does not generate guest-facing language, does not contact guests, and does not act on inventory autonomously. It functions as a structured memory and pattern-recognition layer that keeps the human team informed about what each asset actually is and what is happening to it in real time, so that the staff's hospitality performance is grounded in accurate, rich provenance rather than generic property descriptions.","D1;D2;D5","The core problem is fundamentally about how Belmond relates to individual clients: improving the relevance and quality of what is offered to whom, deepening relationship depth through tailored itinerary suggestions, and converting interest into bookings by understanding each client's preferences and travel history. While there is an operational dimension (asset utilization), the brief frames this as a downstream benefit of better client-level relevance rather than a pure inventory optimization exercise. The challenge of doing this without undermining the human-led, emotionally resonant brand identity is itself a personalisation design problem—specifically, how to calibrate the visibility, tone, and delivery mechanism of personalised recommendations so they feel organic and curator-led rather than algorithmic. The dimensional profile (strict scenic invisibility, emotional value orientation, UNM motivation, strong symbolic control) further confirms that this is a nuanced personalisation challenge requiring careful orchestration, not an operational or authentication problem that should be refused.","runs\2026-08-21T13-07-30__d876da"
"case_007","minus_critic","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","Reservations advisors and operations staff, during active bookings and pre-arrival preparation, through an internal dashboard invisible to the client","The AI continuously monitors real-time inventory state across all properties and train routes, cross-referencing occupancy patterns, seasonal asset availability, and historical booking sequences to surface inventory intelligence to reservations staff. Specifically, it flags when a particular cabin configuration, suite, or route segment is approaching genuine scarcity thresholds, and authenticates the provenance and condition status of specific heritage assets—identifying, for instance, which sleeping car was restored to a particular period specification, or which suite retains original architectural features—so that advisors can communicate with accuracy rather than approximation. When an advisor is mid-conversation with a guest, the system provides a quiet alert indicating the true availability window and any asset-specific provenance notes relevant to what the guest has expressed interest in. The advisor then decides what to communicate, how to frame it, and whether the scarcity signal strengthens or complicates the recommendation. No output reaches the client directly; every data point is translated through the advisor's judgment and voice.","D1;D2;D5","The problem is fundamentally about how Belmond relates to individual clients: improving booking conversion by making outreach and itinerary suggestions more relevant to each guest, deepening relationship quality through proactive and tailored communication, and doing so in a way that preserves the brand's human-led, emotionally resonant identity. This is a classic personalisation challenge—differentiating the offering per client to increase relevance and conversion while maintaining experiential consistency. The operational dimension (asset utilisation) is a downstream benefit of better matching the right client to the right experience at the right time, which is itself a personalisation task. The strict scenic-invisibility and emotional-led orientation add important design constraints but do not change the nature of the problem; they simply require that personalisation be delivered backstage, mediated through human advisors rather than exposed algorithmically. All five dimensions confirm a use case where personalisation can meaningfully address the stated difficulty.","runs\2026-08-21T13-08-13__9f6f15"
"case_007","minus_critic","1","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","Reservations and guest relations staff, during live booking and pre-arrival workflows, through an internal dashboard surface invisible to the guest","During the active booking encounter, the system continuously cross-references the property or train route being discussed against a structured provenance corpus—historical records, conservation status, seasonal operational constraints, and verified occupancy patterns across the fixed asset portfolio. When a staff member is mid-conversation with a prospective guest, the system surfaces authenticated scarcity signals in real time: which specific cabin, suite, or departure is genuinely rare in the calendar window under discussion, whether a property is under partial conservation restriction that limits available rooms, and which itinerary combinations have never been offered to this guest cohort before. The output is a plain internal alert—a short text flag with a cited source—that the human advisor reads and decides whether and how to weave into the conversation. The AI does not compose language for the guest, does not generate narrative, and does not trigger any guest-facing communication. It functions solely as an authenticated inventory and provenance verification engine, ensuring that when a staff member describes a room or route as rare or historically significant, that claim is grounded in verified operational and archival fact rather than impression.","D1;D2;D5","The problem described is fundamentally about how Belmond relates to individual clients—improving booking conversion through more relevant, tailored outreach and itinerary suggestions, deepening relationship quality via proactive human-led engagement informed by client data, and optimising asset utilisation by matching the right guests to the right experiences at the right time. These are classic personalisation challenges: understanding individual preferences, anticipating needs, and differentiating the offering per client to increase both relevance and conversion, all while preserving the brand's distinctive experiential identity. The operational dimension (asset utilisation) is a downstream benefit of better client-experience matching rather than a standalone logistics problem. The dimensional profile—strict scenic invisibility, emotional consumption values, strong symbolic orchestration control—adds meaningful constraints that shape how personalisation should be designed, but they do not negate the personalisation need; they define its boundaries. This is a well-suited case for personalisation strategy.","runs\2026-08-21T13-08-49__a10d44"
"case_007","minus_critic","2","PASS","AT_BACKSTAGE","Provenance Pulse","BACKSTAGE","COHORT","LOW","LOW","Reservations advisors, during live booking conversations and pre-arrival briefing sessions, through an internal dashboard invisible to the client","The system continuously monitors real-time inventory states across heritage properties and train routes—tracking cabin configurations, suite availability windows, seasonal operational constraints, and historically low-utilization periods—and cross-references this against anonymized booking pattern data and property-specific provenance records (restoration histories, architectural significance, past notable occupancies). When a reservations advisor opens a client file during or before an encounter, the system surfaces a ranked shortlist of available inventory that is both genuinely scarce in that moment and narratively coherent with the property's authenticated heritage story. It does not generate client-facing language or recommendations; it produces a structured internal brief—available inventory ranked by scarcity pressure, paired with verified provenance notes the advisor can draw on at their discretion. The advisor decides what to surface, how to frame it, and when to introduce it. The system also flags inventory at risk of underutilization within a rolling window, allowing advisors to proactively shape conversations toward those assets without any algorithmic prompt reaching the client.","D2;D5;D1;D3","The core problem described is fundamentally about how Belmond relates to individual clients: improving the relevance and quality of what is offered to whom, deepening relationship continuity across a portfolio of scarce properties, and converting interest into bookings through more tailored, human-mediated outreach. This is a classic personalisation challenge—using client intelligence to ensure that the right itinerary, property, or experience is surfaced to the right guest at the right moment, while preserving the brand's emotional identity. The operational constraint (finite historic assets) provides context but is not itself the problem being solved; the problem is matching client desires to those assets in a way that feels organic and relationship-driven rather than transactional. The strict scenic invisibility and emotional-led orientation add design constraints but do not disqualify the use case—they shape how personalisation should be implemented, not whether it is appropriate. Personalisation directly addresses the stated difficulties of booking conversion, client relevance, and experience consistency.","runs\2026-08-21T13-09-27__ce1b1b"
"case_007","minus_loop","0","PASS","AT_BACKSTAGE","Provenance Pulse","BACKSTAGE","COHORT","LOW","LOW","Reservations and property operations teams, during an active guest stay or confirmed booking, via an internal dashboard surfaced only to staff","The AI continuously monitors the live operational state of each heritage asset—cabin availability on a sleeper train mid-route, suite condition flags at a historic property, scheduled maintenance windows, seasonal access constraints on heritage-listed spaces—and cross-references this against the authenticated provenance record of each asset (original construction dates, restoration history, heritage classification, documented prior guests where archivally verified). When a constraint or opportunity arises—a cabin unexpectedly freeing up, a heritage room becoming available due to a cancellation, a restoration completing ahead of schedule—the system surfaces a concise internal alert to the relevant human team member. The alert includes the asset's provenance context and a plain-language note on which current guests, based on their booking history and stated preferences already held in the CRM, have the closest alignment to that asset's character. No recommendation is transmitted to the guest. The human reservations or guest relations team member decides whether to act, how to frame the conversation, and what tone to use. The AI does not draft guest-facing language and does not trigger any automated outreach.","D2;D5;D1;D3","The problem is fundamentally about how Belmond relates to individual clients—improving booking conversion and asset utilization by delivering more relevant, tailored itineraries and outreach to each prospective guest, while preserving the brand's human-led, emotionally resonant identity. This is a classic personalisation challenge: using client intelligence to deepen relationship relevance, increase the quality and consistency of the client experience, and drive conversion and retention. The dimensional profile reinforces that the personalisation must be scenically invisible, emotionally led, and filtered through human curatorial judgment, all of which are design constraints for a personalisation concept rather than reasons to refuse one. The problem is not operational (authentication, supply chain, sizing) but relational, making personalisation an appropriate and well-matched strategic lever.","runs\2026-08-21T13-10-04__68ba44"
